PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,Target
0.22582019290009261,-1.1989091584818699,0.313874706979042,-0.39679105560940797,-0.33830180360145773,-0.08891320564965285,0.016686157855308036,0.08260413869835265,0.15144665841294014,0.2013565452618318,0.4570205801061235,-0.17494250765799904,0.21567459043848405,-0.0821836228236101,-0.08082098415049771,0.05012162051423923,0.11565706075627191,0.15560850625391273,Dropout
0.4165307446373244,-0.9743327376355685,0.8699043219861619,-0.3645580167282768,0.3440005807885074,0.16926047266092847,-0.379766519207171,0.5076864803665775,-0.43671435286936294,0.190513519713956,0.41401099970980254,0.15773576752695234,0.2212889668480237,-0.06429840339436066,-0.06484975980927937,0.00828715541513253,0.06125104376867662,-0.0007330317298315311,Dropout
0.5457922072604667,-0.8579609950441273,0.8097969787696616,-0.36500158238396985,0.4387047161092839,0.07575219377657848,-0.1593563031867013,0.29083366951803324,-0.5250817088542751,0.19017035369892937,0.3344384428290835,0.07476684187723055,0.014884981840142555,-0.10590041465338788,-0.022779272816118155,-0.013680316972184385,0.03497831201136907,-0.06217925060719407,Dropout
-0.3035166718075859,-0.33799428065036646,0.2621435967688711,1.0479676767471158,0.8020017691235877,0.1731972730340705,-0.16948329980278407,0.13957009617861654,0.1000525381603054,-0.3077382205722858,-0.26947394132935654,-0.019398788052680468,-0.12779201925122988,0.025817899203161004,0.01897019195009141,-0.05031614432943887,-0.024965175540455138,-0.16954374231306257,Dropout
-0.2218464696631041,-0.4700922309634637,0.8599703375495269,-0.045762201544812996,-0.43652487454622657,-0.23672507533185128,-0.16489794801220803,-0.10717146298385125,0.013150965520866035,-0.22494430883876929,0.026698649401397944,0.3152251879194216,0.019010081682040696,0.013542952797013409,0.01367040924918906,-0.04344578929615019,0.0023261425562824518,-0.07989359377440378,Dropout
-0.41229168726772414,-0.2057672389513596,0.5604548886021629,-0.04961186197986827,-0.17033859976589494,-0.2715215554492139,-0.21517943496784725,-0.08850080459177793,-0.02262794686750123,-0.2539774154077978,-0.16680185879358145,0.2197378200368053,-0.1996888415731805,0.06395617728090194,0.08089542678288704,-0.1083212731460862,-0.3226945815229859,0.3193381573738475,Dropout
1.3315194593484505,0.0017992052940784202,0.3533757998925855,0.17168000613637177,0.7921026074976998,0.4043919915100531,-0.24268274208302126,-0.19761684508326052,0.024211220621090067,0.08551164516201844,0.06188744183685357,-0.04732393905438007,-0.03902732939976843,-0.13045911329732326,-0.231477439645905,-0.015809820394802065,0.21680811905701394,-0.3008571623158425,Dropout
0.5837617668235083,-0.6346297319889321,0.564542869385102,-0.7501875084119439,-0.01748740634688086,-0.2657010140886086,0.24647207318702835,-0.37307649576130647,-0.044643043415850056,-0.0012787507289723087,-0.05961279686880921,0.04207281844104362,0.17989711658342147,0.03319366370594392,-0.19202063671654168,-0.08677594268639963,0.08049882723900294,0.11078201166996056,Dropout
0.4100962569996766,0.7739496309632559,0.24797933100371308,-0.0966404169032805,-0.18712272581574804,-0.296299708454781,-0.11337370121654479,-0.400412169864596,-0.15682365089590583,0.06671514009441655,-0.009270003788536704,-0.3062086482493409,-0.06287553782744758,0.11882985711093769,0.10200020577023883,0.06647994814720926,0.2587917221474143,0.040337263693467816,Dropout
0.501913394541157,0.2441087192971503,-0.19529887685485756,1.3349727616554026,0.5188298250544097,0.20855658951580425,0.07531331149086884,-0.21431636824211453,-0.047068874377346685,0.04470612092917406,0.035314996670846574,-0.13532729842454208,-0.10190927570398754,-0.19110548012276027,0.0012249992884654612,-0.006598049241710735,0.018798409413938958,-0.027874881011061052,Dropout
