PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,Target
-5.440913904585049,-1.7933779018287956,-0.5779935164380027,0.4246208821704985,0.3741935713628781,-1.1071728132828311,-1.33962213401292,0.4173939297437406,-0.022577324434397836,-0.9243084666560879,1.7856049303087747,0.23555942970913454,-1.5849195230940527,-0.09823019637572195,0.08647141381745391,-1.1534054022987232,0.8071953790876634,1.3096531207012223,0.9145289222414261,0.1442187654442256,Dropout
-3.6478530378241047,-0.5162336375627883,-0.1469110352072586,1.4023898772529104,-0.09291749390021739,-2.7794892336762063,0.4405321834724133,1.8570262683335603,0.3158743106479043,-1.3431788458084275,0.995318600018744,1.3917238199888462,0.3009187283754323,-1.368661934728764,0.6094593690786471,0.844718775870081,-1.0154913315192495,0.23365103806968957,0.22660498237967333,0.38731144062377254,Dropout
-3.3090177735466333,0.36250699505734174,-0.2465292702666126,1.8833063113969524,-0.8734111784474508,-1.8511609091982988,0.4498958678913879,1.4163309159688668,-0.4103410332430966,-1.2691821989729737,0.4599858752839889,0.8804236609393116,-0.29137802729393425,-0.4105709018201136,0.3844076412610279,0.7681700361376926,-0.9526566093821002,0.735599412081405,0.3491555272080982,0.0490588912371878,Dropout
0.5327386201102057,-0.8177262005404801,-1.2401827478152156,1.0779683229463144,-0.0980893945842386,0.2819508909833635,3.3771950065159544,-0.4899748160973456,0.7275339323601916,-0.010839014558724182,-0.07597680980126839,-1.08897638174682,-0.0019024778590006701,0.5239357961490891,-0.31106209713707106,0.9628451876862371,0.27187502039962647,-0.08867814668546918,-0.7971443802718535,-0.4986682471949073,Dropout
-2.792289652007583,-0.8111903951205932,-0.09275210280407908,-0.03273217958752618,0.2809676158790223,-1.6242802209800813,-0.6028183366134768,1.752259047677586,0.4193256219331572,-0.2983475986737503,-1.0254936482770898,-0.298969090273707,0.7676274446305771,0.052784364928342806,-0.11417378114219613,0.36381619844065993,0.24722167817624,-0.5224436976516318,-0.8640138733513145,0.4242290533975387,Dropout
-0.8138175182231282,-0.8748547975883598,0.33016771823336716,0.31058968223538624,-0.419784156327559,-0.7750882978266916,-0.2650395395034248,0.8452901213682543,-0.142244896652438,-0.13764732362682994,-0.7825647977868148,-0.9878455099618191,0.4013157478548865,0.08340142312815062,-0.5340636382028067,0.8228390901316345,0.26436223211022875,-0.3776997255285712,-0.7942275966387671,0.17246430476852567,Dropout
-1.827497787106338,3.1080882838828474,-0.7820808997274603,1.288896897569968,-1.3467390096424932,-0.7028669340653093,2.3405387944662697,-0.0744316388938893,-0.8852418560585589,0.13486825459916585,-0.12819158956946328,0.6259584747745558,0.6564569206138439,-0.9771281291277306,0.045632553140264154,-0.6245489036785974,-0.8776477760115688,-0.7842628546177822,-0.055535289409577415,-0.7256660088213509,Dropout
-3.8124664605930225,1.4859916170240368,-0.4097156974573094,-1.2571227587767246,-0.4809723861586313,-1.2603857496783286,-1.0966919372668509,1.1132905911585627,-0.792946481981115,-0.6335648867828131,0.005508612243265519,0.5223979548059356,-0.4598379793489086,-0.4287944213203907,-0.9961750224070504,-0.7553085877872406,-1.2920148588290894,-1.2619902291130694,-0.021296565288264357,0.4079595601029275,Dropout
-0.7694016858657653,2.5866001521069215,0.917338502673586,-0.7600144159691518,-1.4564439067455062,2.4821689912681255,-0.5072201287271345,1.3142499056087333,0.03414744243672359,0.13597962499457567,1.1199210285033516,0.4178644265347844,1.934836846045261,0.996776705330827,-1.5229079827736576,-1.2472244483118589,-0.8601112585932519,0.5550002159599678,0.6296334626042464,0.4321330954495281,Dropout
0.9120772101216679,1.3903645530130628,-2.354777139918608,1.4767610534787636,-0.2882780292388121,0.13387664049988177,2.4509317954134873,-1.3457772676607962,0.5155188595166991,0.9977149120532454,-0.20085663373677032,-0.9821653045855976,0.006407416650016976,0.5379407052242547,-0.025787473667526078,-0.6434887982892356,0.1298742932087046,1.0182312290353632,0.36210365167058534,0.1851904818189027,Dropout
-1.3069753411380445,-1.3969464194798236,-1.3603585882136873,1.3311368650556041,-0.028231216293206518,-0.9519750760753984,0.9845481678540201,-0.6764295612246168,1.700797211693023,-0.19162323445757423,0.19558922643169402,0.35200740323933266,0.9669325356368379,-0.42002398386324113,1.1254497070825416,-1.5494187454532544,2.2572267016006404,0.18243998149121932,0.07736647878576966,0.0826838791200973,Dropout
0.28882948225271887,-0.2225866733723055,-0.166508816158746,0.46986266326183224,-0.6777987585402727,-0.14703647217103183,1.0580039282324891,-0.9363009951819988,0.24295939490216936,0.8244805648589058,0.12212520926549424,-0.9401415767607584,0.7578705930693943,-1.0773473683613557,-0.11007285333797086,0.8624336207199433,-1.3999900143476576,1.5639154268416653,-1.0496336174778509,0.7444345428384884,Dropout
-3.707874513966373,2.183306406656194,0.9079612141536,-0.9981705025476357,-0.6109195493748949,-1.5218802657821622,-1.5483113783247284,0.35363452728804173,0.4272943959294895,0.8836357246456817,0.21793027877070964,-1.1011610097024571,1.1754877840478983,0.3818053929553669,1.4169771411593979,-0.74914596098514,-0.7476150700849327,-0.6131682857659981,-0.35919899909703507,-0.7311287618372532,Dropout
0.45741316898536655,1.696891100323812,1.601835480765823,-0.9518649763531757,-1.3152639016625538,0.4571311340114019,-0.46652347307125197,-0.48509958563233785,-0.3259832793719147,0.053074111236875395,0.5173727260297832,-1.707847470374891,0.3576508849498658,0.8650997492556418,1.704910720040405,-0.3180933834414407,-0.15311631928539654,0.23566642904105226,0.0012708283531796117,-0.21652809201682663,Dropout
-2.1824362657864067,1.379321633106775,-1.1300480331154596,-0.40790613946949694,-0.022491025718596902,0.15541783313662758,-1.218339647435035,-0.8170318065775822,1.696105156933548,-0.13913996288072414,-1.8505285314798758,0.6704722723117376,0.8536211784544251,0.11774457475023838,-0.7237534611501839,0.9135061384303644,1.337737145468408,-0.09046827100591287,0.04781703316864762,0.7038589749934485,Dropout
3.8773423339089725,0.30455734827569325,-1.8020994166165456,-1.0716454980032957,1.3760872332680762,-0.6301031493160841,-0.6772348489063564,-0.010310123314242203,0.6513775758601196,-0.3125756502745736,-0.21103694545019006,-0.4348004081314161,-0.2700564374548464,0.7576658025965549,-1.1429622427729855,-0.4792183187638998,-0.6128859012411214,-0.2917466470575927,0.26893089249437585,1.7537898832999372,Dropout
1.6560123757055767,2.0964650641095566,-0.6929707205727136,-0.8246296708011419,0.17927228838068,0.5993339969717071,-1.3136238156930757,-1.8564002341849337,1.9706150690277722,-1.7587595250482662,-0.49651945875522735,1.9337150590291368,-1.7512609353007764,-0.22913414958266323,-3.1694433651048333,0.7263002066940879,0.8346056106640265,-0.2294099791852242,-0.7344451198222279,-1.0391064639726406,Dropout
-0.017607481249050067,-0.5826724652897408,-0.7068442645845955,1.946003693909314,-0.6644350766056059,2.771812867782376,0.8918917387974702,1.3903775805865717,-0.05349591346261946,0.7892102641656314,3.977977945172444,1.3394723389163405,2.570690577642022,0.27969491055244833,-1.00424073579172,-1.2503203987683975,1.6753234201303344,0.09936905183027439,-1.9034507373649745,0.16339619916909268,Dropout
-5.470571841613136,-1.530884332482648,-0.6728957372456953,-1.1691783861529657,1.1549768082843395,-0.19131548059532733,-0.7866332399809036,0.7214420605846831,-0.9668852785260593,0.17100649413195734,1.0505120376808113,-0.8474817117515216,-1.1957995173821168,-0.21185699708624806,-0.7305644113503169,0.3622631446568721,0.8274539357957764,0.296730946781192,0.23196681183545662,-0.47851936306507736,Dropout
0.23952340145853498,-0.6332171584466276,0.6247571821735943,1.726573839317019,-1.6515538346532728,-0.2602735290825357,-0.2850889210720949,0.7704032203803329,-1.3984963789577523,-1.997730200456977,0.22845285458198022,0.34219946461610373,-0.5168087439933944,0.03570075995940854,0.5142944819346703,-0.07383722578730385,0.524240570975406,0.3446376912580725,0.17794557972421796,-0.06586737375212748,Dropout
-0.40271504308321204,-0.8101923004014088,-0.7224831143988705,1.6706103775211985,-0.7614933332974694,-0.10465988718263172,1.220213804270923,-0.4068453260319971,-0.6581910216883997,-0.8830523267310544,0.9194288149992469,-0.07704377125525141,-0.8942449861813091,0.07155152863040186,-0.012693084578868152,-1.1998634010429623,1.3812323234105117,-0.8669277759932997,-0.24760848425810222,-0.27445228969951346,Dropout
